comment,kebijakan
bedanya pajak denga zakat pajak di ambil dari orang miskin buat orang kaya zakat di ambil dari orang kaya buat orang miskin,ppn_12_persen
negara banyak pengeluaran seperti bayar hutang bunga ikn makan gratis food estate dllmakanya butuh pemasukantapi sayang tidak mengoptimalkan penerimaan non pajak,ppn_12_persen
kalaupun bayar pajak 100 untuk membangun negara dan kesejahteraan rakyat pasti semua setuju tapi kalaupun ujung2nya dikorupsisiapa mau,ppn_12_persen
proses amerika eropa dan rusia menjadi negara maju selama 100 tahun perang saudara yg sangat berdarahdemokrasi mrk diperbolehkan memiliki senjata itu salah satu cara menjaga supaya pemimpin mrk tdk otoriter ke rakyatnya dan bisa melawanyg mengerikannya pemimpin2 mereka yg otoriter dan sadis kalau berhasil dikalahkan keturunannya dan kroconya dibantai sampai ke akarnya,ppn_12_persen
lemahnya pkn kita dulu hanya ngajarin kewajiban kita sebagai warga negara tapi tidak pernah ngasih tahu secara jelas apa hak kita sebagai warga negara ya bayar pajak adalah kewajiban warga tapi implementasi uang kita gimanapejabat kita terlalu sering ngambil kebijakan sembrono tapi selalu ngelak setiap diminta pertanggungjawaban ambil contoh ciptaker kemarin yang alih2 buka lapangan kerja baru malah bikin perusahaan lebih gampang phk pegawai yang imbasnya orang lebih rentan lari ke pinjol dan judol karena udah putus asa dan bikin ekonomi makro kita makin tengkurepmoga2 kebijakan pajak 12 ini bisa dianulir walau kayaknya tidak mungkin sih hidup nyaman terlalu lama suka bikin empati orang tumpul soalnya hehe,ppn_12_persen
jogetin saja yang 58,unknown
megang negara kaya lagi maen stronghold crusader,unknown
makasih ustadz benar kata ustadz makin kesini udah tidak ada pemasukan negarq krn sda udah dikerukin habis2an alhasil pajaklah yg dipungut,ppn_12_persen
ustad maaf minta tolong bahas gen z dong,unknown
korupsinya belum beres malah lari naikin pajak haahhh tolak kenaikan pajak,ppn_12_persen
ayo pejabat jangan sampai rakyat ngomong gini yang tidak bayar pajak jangan tinggal di indonesia wis kalau begitu yang jadi wilayah indonesia cukup jakarta pusat sama ikn saja sisanya kita pisah jadi negara baru,ppn_12_persen
jadi pengen main crusader lagi,unknown
kasih paham pa ustadz tahu tahu ada yg ngedalih harus tunduk dan dukung pemerintah kalaupun kaga dzolim pemerintah kita wajib memang hukumnya dukung pemerintah lah kalaupun tidak amanah kan kita harus lawan,ppn_12_persen
sangat mudah dimengerti,unknown
menkeu yg katanya pintar ternyata bodoh masak solusi meningkatkan ekonomi hanya jadi tukang palak,ppn_12_persen
yg tahu stronghold crussader pasti langsung ngeh wkwk keren btw refrence nya,unknown
cocokgame ternyata simulasi dari negara indonesia tercinta,unknown
mhon maaf kak felix kalau ngomongin sumber daya ada korupsi 300t dibalikin hanya 210 m dan ditahan hanya 6 tahun300 t itu hanya yg terungkap 300t bukan kah itu sumber daya untuk negara malah masuk kantonguntuk sumber daya di asia tenggara konoha termasuk negara dengan sumber daya yg sangat besar dengan upah yg minimum dan pajak yg terbesar di asean tenggaraknpa koruptor tidak dihukum meninggal seumur hidup dan atao perampasan aset sedangkan di china berbanding terbalik sama di konoha,ppn_12_persen
saya sedang kecewa sm konten creator lah kok bisa padahal dulu suka banget liat konten nya mengedukasi tp sekarang malah jadi buzzer,unknown
saya ngerti ustadz soalnya saya main game tipe ini juga main catur dan juga main game perang jadi belajar ilmu politik strategi dan bahasa sekaligus susah ustadz apalagi kalaupun lagi perang harus bangun ulang reparasi yg lama resources yg kurang dll paling ribet kalaupun tentara mati harus rekrut tentara dan latih lagi udah begitu penduduknya kalaupun salah dikit protes kepanasan lah kedinginan kecapean wkwk padahal kesalahan kecil lho tapi kepuasannya kurang,unknown
barokallah ustadz semoga allah lindungi keluarga ustadz dan kami semua pembela islam,unknown
mana jokowisme kuntul,ppn_12_persen
ironis anggaran pembiayaan ikn sangat fantastis termasuk mmbangun semua fasilitas para pejabat2nya yang katanya super canggih ehh trnyata rakyat yang di jadikan tumbal agar para pejabat dan sluruh kluarganya dapat hidup sejahteralucunyajika rakyat protes mereka bilang jika tak mau mengikuti kebijakan pemerintah jangan tinggal di indonesialah memang indonesia milik nenek moyang lu,ppn_12_persen
bang maaf keluar dari topikada seseorang munafik yang mengaku muslimah dengan gelas ma dan professor namanya musdah mulia ini menyebarkan syubhat di yt channel bang samuel christ antum sebagai seorang yang pernah ke channel beliau dan mungkin memiliki hubungan baik dengannya tolong koh segera dicut syubhat ini karena amat berbahaya bagi umat muslim dan juga menjadi goreng gorengan para apologet kristen dalam memfitnah islam tolong uppp,unknown
pejabatnya mikir bagaimana caranya untuk bisa korupsi dengan cara amanmana ada mereka mikir kesejahteraan rakyat kecuali beberapa orang saja,ppn_12_persen
mantab isi kontennya pengen konten model ginian selalu dibahas,unknown
felix ini penjelasannya proporsional jadi serba pas dan enak didengarbanyak muslim turunan yang harusnya malu dengan muallaf satu ini yang berjuang atas dasar islam yang dibawa rasulullah dengan niat karena allah semata niat dakwahnya kuat untuk mencerdaskan anak bangsa tanpa embel2 jabatan ini dan itualhamdulillah syukron kepada felix siauw atas semua kebaikan kamu untuk mengedukasi rakyat negara inimoga allah merahmati dan memuliakan semua perjuanganmu sampai dengan kelak di akhirat,ppn_12_persen
jadi inget dulu awalawal maen stronghold crusader naikin pajak setinggitingginya sampek bapakbapak yang ada dipojokan wajahnya jadi cemberut,ppn_12_persen
alhamdulillah semenjak ngaji di hateii bisa sepemikiran dengan ustfelix siauw karena beliau juga sama ngaji di hateii sehingga tidak bakal terbodohi sama sistem dan pemerintahan yang kapitalis sekuler yang seharusnya hukum allah di tegakan yaitu alquran dan assunah bukan dari hukum buatan manusia yang di buat hanya untuk kepentingan nya sendiri yaitu sistem demokrasi sehingga tidak ada keadilanyang jadi korban rakyat yang untung para pemilik modal dan pejabat negara,ppn_12_persen
saya saja heran ustad negara yg katanya kaya tapi kok banyak hutangnya,unknown
dsni gx ad yg jujur gx ad yg cerdas semua di mulai dengan uang kalau mo jadi org pnting diawali dengan uang bkn kecerdasannya itulah negara yg pnuh dengan sumber daya alam yg melimpah ruah bisa jadi terbesar di dunia inikrna yg di pikir hanya duniawi saja gx akan ad putusnya rasa tamak bodoh membuat negri kita gx akan prnh baik saja,unknown
ppn pajak pertambahan nilaipph pajak penghasilan2 hal yg berbeda lo itu jangan mau di giring opini yg demo malah masyarakatnya harusnya yg demo itu pengusahanya karena modal bahan otomatis meningkat dan daya beli masyarakat menurun,ppn_12_persen
pas ada minyak naik dulu2 ada uang kalap langsung semua dibelanjakan tidak diinvestasikan seperti negara2 skandinavia atau yg lain sekarang udah tidak sekaya dulu ya tinggal mimpi saja paling tidak jangan sampai seperti nauru yg habis sumber daya alamnyasebenarnya pajak yg paling berkesinambungan karena sumber daya alam suatu saat akan habis dan manusia dengan kecerdasannya bisa inovasi memakai daur ulang bahan2 yg ada tapi nilai tambahnya lebih tinggi namun kalau ada kecerdasannya sih,ppn_12_persen
dari awal saya yakin uztad akan berbuat sesuatu yg tidak mampu kami lakukan dan pikirkana lanjutkan uztad,unknown
ppn 90 sekalipun tidak akan bisa negara membaik orang duit nya masuk ke kantong koruptor bukan kembali ke rakyat sumber masalah nya itu koruptor tangkep dan penjarahin koruptor bukan ppn di naikin negara butuh uang kok minta ke rakyat rakyat sudah bayar pajak tapi di ambil koruptor atau nge gaji tunjangan poltisi yang tidak ada hasil kerjanya itu,ppn_12_persen
tidak faham tentang ekonomi nah ini pernyataan terbaik dari beliau dikira gampang ngatur negara bos,unknown
menyala ustad ku,unknown
punya kekayaan alam tapi tidak bisa ngambil dan ngolah nya terus gembor gembor gmana nih sda banyak tapi kok tidak makmur,unknown
pak prabowo tolong dengar jeritan kami yang telah mencoblos andajangan naikan pajak,ppn_12_persen
ustadz keren euy,unknown
sudah saya sadari dan renungkan sejak smakuliah karena main game stronghold crusader dari sd wkwk dan ada yg berpikiran sama,unknown
yg stuju ust felix jadi presiden next like,ppn_12_persen
kayak mainin total war ustad wkwkwkw,unknown
kalaupun ada yg ngomong lu kira ngurus negara gampang jawab saja kalau kalian tidak sanggup ngurus negara turun lah msh banyak yg sanggup kalian saja serakah semua,ppn_12_persen
kabinet prabowo gemuk jadi butuh dana lebih banyak kalau mau pajak 12 persen gaji pemerintah saja kurangin wkwk,ppn_12_persen
jangan hanya ngomong coba maju jadi pemimpinjd anggota dewanjd presiden biar tahu tidak hnya asal ngomong,ppn_12_persen
lama2 ada pemberontakan,unknown
boleh tidak kalaupun kita hancurkan kantor pajak di setiap daerah canda,ppn_12_persen
saya juga maingame itu ustad stronghold crusader,unknown
kayaknya pds dikonoha harus segera dilaksanakan,ppn_12_persen
mencerahkan banyak pelajaran yg bisa di ambil ngajakmikir,unknown
yg di gaji uang pajak kebanyakan tidak becus kerjanya terutama polisi konoha,ppn_12_persen
negara ini udah kebanyakan utang kebanyakan korupsi lagi kita ini rakyat kecil penghasilan paspasantp dipajak ugalan,ppn_12_persen
sri mulyanisudah pakar di keuangan semakin tinggi pajakbikin ini itu yang nikmati segelintir yg suruh bayar rakyatliat artis bawaan rafi dan pejabat party makan enak di ikn sedih sakit hatidan benar sekarang pajak naiksalah satunya buat bayar ituterus enak benar gmgnya pejabat ngusir rakyat sendiri jika tidak setujuastaghfirullahnegeri ku indonesia,ppn_12_persen
saya pernah main simulator presiden di play store itu kalau kita naikkan pajak sampai mentok kepuasan rakyat terhadap kita sebagai pemerintah menurun apalagi kalau negaranya masih berkembang belum jadi superpower bisa bangkrut dan restart ulang gamenya,ppn_12_persen
keterangannya pajak ppn 12 itu untuk barang mewah berarti khusus orang orang mampumenengah keatas hasilnya untuk rakyat menengah kebawah benar tidak sih,ppn_12_persen
pejabat pemegang wewenang yg korupsi yg buat ini itu tapi tidak gunarakyat yg bayar secara paksa,ppn_12_persen
oh pantesan sekarang banyak yg menstatement belajar agama saja ngapain belajar urusan duniaternyata biar buatpengalihan issue toh,unknown
referensi stronghold crusader,unknown
sedih,unknown
wah game kesukaanku dulu stronghold crussader benar juga kata ustad pajak hanya untuk negara terbelakang,ppn_12_persen
yg bela pemerintahan biasanta ya orng pemerintahan itu sendiri yg gajinya dari pemerintah dan circlenya di sana,ppn_12_persen
pak prabowo harus melihat ini suara ustadz mewakili kita semua,ppn_12_persen
semoga apa yang disampaikan ust felix shiauw dapat didengar oleh pemerintah semoga beliau dan sekeluarga diberi keselamatan oleh allah swt,ppn_12_persen
sangat mewakili hati nurani saya dan uang pajak saya untuk membayar polisi polisi anjg,ppn_12_persen
amruka yaa maulanalil mars,unknown
tidak mau panjang lebaryang pasti inilah suara atau tanggapan rakyat indonesia tetang ppn 12 itu,ppn_12_persen
srimulyani kalau tidak mau bayar pajak pindah saja kluar negeri mendingan dia sendiri yg keluar dripada 300jt org pindah negara lucu ya,ppn_12_persen
saya juga tidak setuju dengan statement negara kontribusi negara pada kita atau apa kontribusi kita kepada negara itu tidak masuk akal menurutku karena yg protes kenaikan pajak itu rakyat atau mayoritas masyarakat masyarakat yg mendukung dan tidak mendukung itu bagian dari negara karena negara menganut sistem musyawarah mufakat jadi harus di timbang pro dan kontranya kecuali pemimpin negara yg menganut sistim feodal menganggap negara berbeda dengan rakyat balik lagi selain kesultanan semua tanah republik indonesia itu tidak memilik hak pribadi kecuali untuk kemakmuran bersama maka dari itu di butuhkan dpr serta pejabat negara yg amanah,ppn_12_persen
mulyono mulyani harus tanggung jawab,ppn_12_persen
ustadz mau tanya apakah semua investasi reksadana syariah saham syariah dan emas perak digital itu adalah real investasi menurut islamapakah hanya emas batangan yang real investasi yang beneran syariah dan tidak ada tipu tipu nyamohon penjelasannya ya pak ustadzterimakasih banyak,unknown
oke gas oke gas pajak naik oke gass teteretetet,ppn_12_persen
kok yg di atas sana ngga collect pajak buat diputerin usaha buat produk yg bisa dijual buat dapat penghasilan which is bagus kan kalaupun penghasilannya ngga hanya dari pajak doangmasa sama orang kena lay off pake gaji terakhir buat bikin usaha buat survive hidup saja ngga nyampe apakah sudah mengakar,ppn_12_persen
islam kaffah solusinya,unknown
pajak naik 12 gpp pajak itu sebenarnya udunan atau partisipasi anggota kalau di organisasi atau asosiasiyg jadi masalah penggunaan pajak di indonesia ini mayoritas belum tepat sasaran banyak warga yg belum dapat manfaat infrastruktur maupun program lainsaya kasi contoh ada beberapa instansi atau kementrian yg menghamburkan uang untuk hal yg konyol yg bahkan tak ada manfaatnya malas mikir program apa yg baik yg mereka pikirkan yg penting anggaran habis dan mereka bisa bikin laporan tutup buku tahun anggaran dengan pas engga minus dan plussaya kasi tahu mayoritas mindset pejabat kita itu males tidak mau ambil pusingcontoh kasus nya gini ada jalan a yg masih bagus tidak perlu ada penambahan aspal dan perbaikan eh tiba akhir taun ada proyek nebalin aspalitu sangat membuang anggaran padahal setengah mati rakyat kita ngumpulin uang untuk bayar pajak,ppn_12_persen
s7 dengan kata ustdz felix tapi sama saja bagi orang yg diatas mereka semua sudah tuli panca indera hati,unknown
zakat 25 pajak 125berat mana kira2,ppn_12_persen
indonesia kebanyakan di korupsi,ppn_12_persen
mending itu uang negara buat bayar kim jong un saja lahminimal buat berantas korupsidri pada buat gaji pejabat indo yg ngg bisa kerja,ppn_12_persen
hukum mati para koruptordan sita semua aset nya,ppn_12_persen
yang pasti pejabat nya lebih sejahtera dengan segala kepentingan,unknown
kalau pajaknya untuk kesejahteraan negara ya alhamdulillah tapi kalau untuk pejabat ya astagfirullah,ppn_12_persen
sdm kita saja yg msih rendah sampai bisa di permainkan oleh org2 yg punya kuasa,unknown
cocoklah buat gaji kabinet yg gemuk,ppn_12_persen
keputusan konyol,unknown
kalau ini sudah ada penjelasan detail kemarin sebelumnya tidak ada infornasi yg detail ke masyarakat ttg kenaikan ppn,ppn_12_persen
kurangi para menteri jangan memboroskan anggaran mentri yg tdk penting apalg tdk jelas ijasah taugelar dokter pecat akan mencoreng nama baik prabowo rakyat akan muakkktegakan hukum seadil adilnya para koruptor miskinkan penjarakan seumur hidup bebaskan 7 terpidana kasus cirebon kalau p prabowo mau bnrberbakti pd rakyat insyaa allah selamat dunia akhirat,ppn_12_persen
bagaimana dengan pungutan pajak stnk kendaraan yg naik saat ini termasuk barang mewah kalau memang tidaktermasukharus dibatalkan dan diumunkan biar publik tahu,ppn_12_persen
bapak pernah bilang negara kebocoran uang triliunan semoga bisa menemukan dan menutup kebocoran itu agar bisa membantu rakyat,ppn_12_persen
smoga kita menjadi negara hebat dan terkenal di mata dunia tdk meraih rangking korupsi tertinggi dan menjadi negara dipandang sebelah mata yg dikarenakan aparatur negara kita punya menteri pajak yg sgt memprihatinkan salam brg bekas,ppn_12_persen
oke gaasssgemoy goyang udah tidak warassss,unknown
